step,reward,unseen_states,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0,1,0,0,0,1,0,0.0,0.0,11.799169714297712,0,0.0,0.9018709646974237,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0.0,0,6,0,0,0,6,0,0.0,0.0,13.567594659564875,0,0.0,0.9676687268304985,0,0.0,0.9521896676800872,0,0.0,1.0,0,0.0,1.0,0,0.0
15.0,0.0,0,9,0,0,0,9,0,0.0,0.0,13.310747973489919,0,0.0,0.9566509383801739,0,0.0,0.9343846341766628,0,0.0,0.9827634839893317,0,0.0,1.0,0,0.0
20.0,0.0,0,13,0,0,0,13,0,0.0,0.0,11.35379262048755,0,0.0,0.7828869643062424,0,0.0,0.7071204920225578,0,0.0,0.9503482822161947,0,0.0,1.0,0,0.0
25.0,-0.0125,0,16,0,1,0,16,0,5.0,0.3125,10.151478121336082,0,0.0,0.6778849843881926,1,5.0,0.5158763767930105,0,0.0,0.9943872505281875,0,0.0,0.9283894779814041,1,5.0
30.0,-0.037500000000000006,0,17,0,5,0,17,0,20.0,1.1764705882352942,8.155977452660741,2,5.0,0.38088587574557264,2,14.0,0.30521525064547733,1,1.0,0.6788491815396064,0,0.0,0.9997277710476068,5,20.0
35.0,0.01,0,19,0,1,0,19,0,1.0,0.05263157894736842,7.65701090120249,1,7.0,0.2564991870977365,0,7.0,0.627953910066529,0,2.0,0.6031586839613141,0,0.0,1.0,1,16.0
40.0,0.005000000000000003,0,19,0,2,2,21,0,7.0,0.3684210526315789,10.014682334242545,1,6.0,0.5749304820250636,0,2.0,0.9076965776914548,1,2.0,0.3330184775921065,0,4.0,0.893023612309257,2,14.0
45.0,0.005,0,19,0,1,3,22,0,2.0,0.10526315789473684,10.22966126325988,1,3.0,0.6976742344692549,0,2.0,0.717562147527611,0,3.0,0.6058545245349023,0,4.0,0.9231254484047907,1,12.0
50.0,-0.0175,0,20,0,3,4,24,0,14.0,0.7,8.61975570353358,1,8.0,0.5773178860711509,1,5.0,0.6232635591168582,0,2.0,0.6803531047105315,1,4.0,0.2254972619195719,3,19.0
55.0,0.0225,0,21,0,1,4,25,0,1.0,0.047619047619047616,7.783826590132365,0,2.0,0.28809161484770274,1,1.0,0.6442817143319507,0,2.0,0.9285504212362214,0,5.0,0.11568752856423792,1,10.0
60.0,-0.015,0,19,0,3,8,27,0,10.0,0.5263157894736842,9.561888261466498,1,3.0,0.00011879484188737075,1,8.0,0.7768083652493214,1,3.0,0.4663608230584863,0,2.0,0.8477925177358662,3,16.0
65.0,0.03,0,19,0,0,10,29,0,0.0,0.0,10.112111681319575,0,0.0,0.9875553080031366,0,2.0,0.6657242709919883,0,0.0,0.5938704833986407,0,2.0,0.9373417137836307,0,4.0
