step,reward,agent_decisions,shield_interventions,shield_rate,expert_agreements,expert_agreement_rate,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,4,0,0.0,4,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
10.0,0.0,8,0,0.0,8,1.0,3,0,0,0,3,0,0.0,0.0,11.467131424437964,0,0.0,0.8420771852892774,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
15.0,0.0,12,0,0.0,12,1.0,4,0,0,0,4,0,0.0,0.0,12.371075571267028,0,0.0,0.8775797957668717,0,0.0,0.9165014706992898,0,0.0,1.0,0,0.0,1.0,0,0.0
20.0,0.0,16,0,0.0,16,1.0,7,0,0,0,7,0,0.0,0.0,12.876589708022353,0,0.0,0.9479701173645843,0,0.0,0.9630674141958862,0,0.0,0.9830715035444993,0,0.0,1.0,0,0.0
25.0,0.0,20,0,0.0,20,1.0,8,0,0,0,8,0,0.0,0.0,12.730071253691955,0,0.0,0.976512207521336,0,0.0,0.962256122535328,0,0.0,0.8719594098064124,0,0.0,0.953911098486805,0,0.0
30.0,0.0,24,0,0.0,24,1.0,8,0,0,0,8,0,0.0,0.0,10.969058459777173,0,0.0,0.03537351534592656,0,0.0,0.9545472106868709,0,0.0,0.8238447187919775,0,0.0,0.9428936841137479,0,0.0
35.0,-0.25,28,0,0.0,28,1.0,10,0,1,0,10,0,5.0,0.5,11.346862808735747,1,5.0,0.5,0,0.0,0.9151729965370314,0,0.0,0.9114898468287146,0,0.0,0.9701181923042924,1,5.0
40.0,0.0,32,0,0.0,32,1.0,12,0,0,0,12,0,0.0,0.0,12.5987643312012,0,0.0,0.9944932324524862,0,0.0,0.9839830123004099,0,0.0,0.9241099712399133,0,0.0,0.9477670656043178,0,0.0
45.0,0.0,36,0,0.0,36,1.0,12,0,0,2,14,0,0.0,0.0,13.117204812670147,0,0.0,0.9359958747342251,0,2.0,0.9729916084673015,0,0.0,0.9740323873881365,0,0.0,0.9678025987751521,0,2.0
50.0,-0.25,40,0,0.0,40,1.0,12,0,1,4,16,0,1.0,0.08333333333333333,10.939229705848957,1,1.0,0.6607226696437992,0,2.0,0.9172876777851211,0,0.0,0.7489507134923441,0,0.0,0.9910638574080393,1,3.0
55.0,-0.25,44,0,0.0,44,1.0,13,0,1,5,18,0,3.0,0.23076923076923078,8.35478044866443,0,0.0,0.6123427522125287,0,2.0,0.5832534358629544,1,3.0,0.45107612140737746,0,0.0,1.0,1,5.0
60.0,-0.25,48,0,0.0,48,1.0,13,0,1,6,19,0,5.0,0.38461538461538464,8.071343311271779,0,0.0,0.9913893288126713,1,7.0,0.5452879782522055,0,3.0,0.5627984981788968,0,0.0,1.0,1,10.0
65.0,-0.25,52,0,0.0,52,1.0,15,0,1,7,22,0,2.0,0.13333333333333333,9.021921042525113,1,2.0,0.7045987182313691,0,3.0,0.3711934933445992,0,2.0,0.945808285082542,0,2.0,0.8024948977067169,1,9.0
70.0,-0.75,56,0,0.0,56,1.0,15,0,3,8,23,0,16.0,1.0666666666666667,8.405649157626193,1,7.0,0.7515577173338588,2,9.0,0.26042371434495243,0,2.0,0.06951554752819984,0,2.0,0.9055285616003679,3,20.0
75.0,-0.5,60,0,0.0,60,1.0,17,0,2,8,25,0,7.0,0.4117647058823529,5.823420141329033,0,0.0,0.5269247820945383,0,9.0,0.408278569495889,2,9.0,0.0001275149177707565,0,2.0,0.17927955092236816,2,20.0
80.0,-1.25,64,0,0.0,64,1.0,16,0,5,10,26,0,16.0,1.0,6.59435842023958,2,8.0,0.4269890559899321,0,2.0,0.9200635863001448,0,5.0,0.240796047043735,3,12.0,0.3560105820379564,5,27.0
85.0,0.0,68,0,0.0,68,1.0,17,0,0,10,27,0,0.0,0.0,8.291031073439648,0,8.0,0.2734641994485537,0,2.0,0.932165700507992,0,0.0,0.9048458112618631,0,12.0,0.6997889692315855,0,22.0
90.0,-0.25,72,0,0.0,72,1.0,17,0,1,10,27,0,1.0,0.058823529411764705,8.54878141295093,0,0.0,0.5181661727361364,0,2.0,0.2051967608727457,0,2.0,0.8634722161851965,1,3.0,0.4445201071270463,1,7.0
